,AAPL,ABT,ACN,AEP,ALL,AMGN,AMZN,APA,APC,AXP,BA,BAC,BAX,BHI,BK,BMY,BRK.B,C,CAT,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DELL,DIS,DOW,DVN,EBAY,EMC,EMR,EXC,F,FCX,FDX,GD,GE,GILD,GOOG,GS,HAL,HD,HNZ,HON,HPQ,IBM,INTC,JNJ,JPM,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MON,MRK,MS,MSFT,NKE,NOV,NSC,NWSA,ORCL,OXY,PEP,PFE,PG,PM,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TWX,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WAG,WFC,WMB,WMT,XOM
CVS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076196309,0.576912149,0.683800525,0.510764821,0.688414624,0.524346287,0.323916886,0.255722476,0.560209155,0.384963413,NA,0.766156018,0.276431307,0.088986277,0.315948288,0.414671736,0.546656339,0.541583935,0.231829946,0.154091867,NA,0.182482999,0.38585456,0.334590605,0.742947617,0.311796796,0.521131698,NA,0.959858338,0.538810009,0.457216732,0.549779041,0.150338357,0.687948868,0.460620528,0.14564877,0.222522294,0.142928095,0.023633104,0.235908077,0.362479068,0.745118448,0.510877232,0.51386546,0.150307134,NA,NA,0.761345592,NA,0.415855405,0.15315383,0.059139707,0.827939622,0.79321473,0.070698726,0.632961336,0.265437078,0.258477651,NA,0.024409754,0.522456611,0.532325205,0.510193681,0.315631315,0.246269898,0.467971168,0.733886485,0.351042939,0.198485077,0.560586918,0.210072244,0.754215841,0.049346668,0.289604009
CVX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572227849,0.797544086,0.326092987,0.835891036,0.664723436,0.351284427,0.36211392,0.841978755,0.451579277,NA,0.828226557,0.435111882,0.01,0.477784738,0.354027428,0.491960891,0.583776804,0.060290855,0.037213489,NA,0.126036529,0.454422141,0.257589213,0.668271809,0.417725971,0.552841297,NA,0.938408356,0.601614185,0.10399886,0.526108896,0.423288258,0.567224504,0.341228648,0.093682719,0.616464772,0.024269435,0.028258491,0.461004208,0.279940423,0.660564989,0.46311808,0.551361249,0.025822508,NA,NA,0.641118443,NA,0.605733577,0.397330658,0.03340983,0.934741408,0.817513766,0.152988374,0.913234728,0.432509631,0.098646441,NA,0.096540926,0.609165298,0.689314634,0.494541482,0.19863024,0.213356759,0.660833745,0.954026933,0.132331527,0.323890754,0.410042258,0.25321441,0.857769899,0.186437615,0.574055468
DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741499453,0.703010286,0.042702915,0.150972586,0.593542896,0.374456089,0.328456509,0.446456206,NA,0.40829181,0.422068828,0.191825132,0.636258462,0.364230371,0.91687671,0.712180099,0.06170663,0.536442758,NA,0.602713768,0.5344883,0.698641157,0.914044354,0.599508325,0.91177342,NA,0.692605186,0.51021616,0.316708002,0.5150623,0.769053604,0.265219062,0.828927098,0.579733931,0.627796964,0.635585174,0.535667078,0.653977801,0.599935751,0.901670703,0.311597456,0.698061134,0.244140439,NA,NA,0.911225488,NA,0.635271172,0.521924903,0.355561223,0.658899181,0.392385128,0.373737046,0.59385741,0.701986015,0.346795177,NA,0.711716612,0.667273277,0.405560553,0.62539451,0.503601073,0.651863111,0.871913859,0.731143457,0.8775216,0.608386111,0.33434981,0.828601414,0.442384796,0.568593154,0.926036276
DELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895373987,0.65395683,0.66167649,0.19928335,0.044982582,0.370898085,0.64175671,NA,0.473020959,0.086413975,0.634218646,0.403314807,0.611670412,0.927748832,0.659834103,0.50848974,0.778889629,NA,0.3945098,0.141336933,0.63703514,0.922248217,0.613236768,0.896147382,NA,0.439938238,0.482818801,0.485248805,0.088613653,0.785819184,0.448887807,0.497598571,0.429262525,0.365789845,0.821386881,0.51294963,0.403540841,0.598370921,0.919968648,0.632396953,0.252766489,0.570243282,NA,NA,0.936728558,NA,0.437310837,0.151160349,0.516261959,0.307827448,0.618533981,0.290356591,0.582555538,0.636238903,0.721898321,NA,0.602866429,0.588489956,0.490412202,0.179398007,0.746132019,0.587473736,0.72037951,0.468191641,0.904592903,0.747341139,0.594521804,0.654278616,0.630127276,0.661281694,0.902579647
DIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673588511,0.432397648,0.66359259,0.479784396,0.731086404,0.653705838,NA,0.830922297,0.53436866,0.305062926,0.551149052,0.649096194,0.148226821,0.545703331,0.362749593,0.351833082,NA,0.427388423,0.483744188,0.507939829,0.520114788,0.828575353,0.456082468,NA,0.99,0.91865189,0.523061041,0.761769546,0.615759157,0.974804645,0.563679264,0.157378904,0.706666081,0.35925331,0.223173877,0.714055201,0.372342391,0.5622122,0.422151218,0.702839402,0.243867735,NA,NA,0.460438805,NA,0.919223429,0.748158518,0.6694259,0.959957701,0.924316918,0.405751789,0.827064571,0.875214374,0.060367907,NA,0.560599517,0.947941926,0.894162755,0.901717895,0.059627943,0.367627077,0.616189142,0.919537373,0.369915266,0.170231919,0.773737261,0.468520721,0.948145251,0.796818163,0.544630568
DOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048990437,0.47887878,0.443446162,0.417843493,0.431535227,NA,0.182023593,0.55479804,0.485431115,0.788289666,0.508324545,0.94459832,0.902177094,0.01431222,0.593923305,NA,0.754536004,0.604214451,0.703059543,0.911262833,0.621711801,0.968006141,NA,0.464273962,0.477650532,0.220125787,0.405816129,0.812339238,0.182560963,0.887393738,0.817974498,0.636478421,0.651183825,0.585423383,0.618560824,0.754839718,0.868811228,0.266167867,0.733926556,0.279387659,NA,NA,0.92308184,NA,0.588403125,0.497416346,0.32595073,0.435376813,0.082543564,0.481097337,0.670971285,0.688985127,0.379943125,NA,0.815615169,0.642397388,0.403115618,0.56355928,0.728792428,0.749835174,0.948510944,0.779710174,0.933915541,0.676795415,0.30162221,0.932872294,0.274376021,0.568495362,0.966668565
DVN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272229688,0.435649767,0.473831075,0.443899289,NA,0.382214102,0.409096768,0.181757233,0.746263883,0.327337975,0.59611488,0.65362452,0.025901477,0.262194574,NA,0.43084593,0.508354213,0.574460062,0.786641616,0.479260533,0.830225887,NA,0.55898062,0.40389887,0.01,0.411773411,0.657879932,0.368175554,0.705906486,0.589911299,0.60094283,0.340965605,0.31836965,0.556240904,0.532537429,0.699535025,0.307915046,0.701283367,0.090918508,NA,NA,0.828927705,NA,0.597817778,0.474163566,0.22329199,0.623872426,0.158729812,0.421489716,0.775921953,0.549708236,0.273743294,NA,0.52950729,0.510290267,0.474927052,0.499605754,0.50796168,0.480052782,0.802345997,0.717966272,0.589773183,0.471794962,0.377009077,0.690021639,0.526706114,0.42020859,0.896607073
EBAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217158729,0.322190816,0.43892827,NA,0.465654122,0.05132655,0.265826834,0.261197524,0.48566193,0.688204078,0.549637464,0.261470708,0.278326045,NA,0.179928944,0.277800434,0.352329833,0.918513534,0.33948783,0.534714866,NA,0.570535461,0.339746,0.058225756,0.278694421,0.22819675,0.460209095,0.417954583,0.269466623,0.165187489,0.391109596,0.43136808,0.460910397,0.533750456,0.859204309,0.320712437,0.132776867,0.36095541,NA,NA,0.794207158,NA,0.488708392,0.057048396,0.3323635,0.518647407,0.438128372,0.156568968,0.380576345,0.376694919,0.545332926,NA,0.248292715,0.293433155,0.483397828,0.177446129,0.443498764,0.187765094,0.289159157,0.315882752,0.570367233,0.487764617,0.477150814,0.287685032,0.436935481,0.252625955,0.440058968
EMC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100613769,0.308665966,NA,0.276445665,0.035113807,0.138348727,0.01,0.324538685,0.738958981,0.216185126,0.141569065,0.342525551,NA,0.154940726,0.199829819,0.139243706,0.687837212,0.193895137,0.589525384,NA,0.129548266,0.018904328,0.21165592,0.028896382,0.362970001,0.077067791,0.076003225,0.434852157,0.046165329,0.298906225,0.12167356,0.098462409,0.370671723,0.748807044,0.364789198,0.039620312,0.163400057,NA,NA,0.624863864,NA,0.162310451,0.073939795,0.053906791,0.042871875,0.13756847,0.074386347,0.310629727,0.17386277,0.312110819,NA,0.192061137,0.283402725,0.142691125,0.019312833,0.457425356,0.3025729,0.319290913,0.169977466,0.461369024,0.41115202,0.081341758,0.306668361,0.22331652,0.128884521,0.441348461
EMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259436799,NA,0.347270006,0.092776607,0.286999883,0.670868267,0.275602112,0.967140403,0.906259645,0.096894766,0.598212892,NA,0.782627974,0.504000193,0.581586495,0.921715532,0.243586545,0.975268029,NA,0.038940035,0.01,0.115202208,0.089196778,0.634747691,0.026951967,0.814162314,0.900224635,0.412297772,0.575441963,0.434250891,0.451925544,0.859088312,0.91197679,0.345137574,0.63605955,0.415404764,NA,NA,0.942683305,NA,0.339929063,0.165831046,0.100543154,0.017166689,0.152940072,0.246472539,0.348844557,0.349236713,0.38584935,NA,0.491948629,0.270738625,0.018273918,0.084378653,0.867824979,0.679249911,0.910994992,0.321069489,0.87688421,0.565728029,0.194640155,0.910248876,0.064007273,0.168418403,0.972008778
EXC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605661145,0.23796328,0.370358227,0.497328016,0.219117136,0.706106581,0.667509441,0.361250642,0.601336294,NA,0.403234536,0.487774437,0.649221773,0.932442351,0.276667695,0.668106785,NA,0.445157238,0.416189213,0.454220786,0.517578368,0.531021446,0.086223803,0.653417328,0.41943081,0.391900874,0.772779904,0.642295049,0.610058943,0.578021855,0.916112209,0.358481552,0.556132238,0.631595157,NA,NA,0.907419569,NA,0.332409701,0.391616017,0.579175807,0.535709238,0.609555931,0.337086558,0.256133331,0.429249249,0.530425202,NA,0.463772371,0.097804736,0.238849287,0.558252156,0.650603876,0.517356354,0.610728077,0.277678469,0.841495938,0.524516182,0.514443068,0.50565886,0.319766577,0.30527431,0.663395154
F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FCX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422280478,0.653857122,0.726349772,0.495159707,0.942270735,0.761076648,0.503317814,0.715672882,NA,0.771038848,0.498188435,0.582734078,0.961577639,0.613262357,0.950575143,NA,0.340020572,0.382227376,0.315891272,0.468049926,0.770777727,0.396158444,0.811525768,0.79737902,0.629741885,0.790184835,0.695129399,0.639328555,0.689878077,0.949141189,0.552920902,0.740660857,0.642598015,NA,NA,0.961027931,NA,0.617164903,0.51937971,0.565722806,0.327263934,0.164243161,0.598914313,0.620296803,0.70736612,0.72865412,NA,0.709262908,0.62315342,0.509575356,0.504662625,0.901384876,0.751235839,0.903734378,0.593286399,0.917533282,0.780869673,0.470915262,0.893607164,0.464539274,0.603943663,0.950875608
FDX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099730601,0.187174993,0.24165277,0.780958089,0.731264597,0.082642968,0.330418567,NA,0.121278892,0.418061793,0.321012151,0.766997859,0.037962025,0.820882246,NA,0.094058734,0.02575647,0.052257282,0.042959503,0.285045872,0.072681748,0.385976152,0.486969039,0.028375528,0.262336231,0.16108956,0.303309256,0.712893945,0.810944569,0.309191717,0.142160676,0.209083926,NA,NA,0.762447769,NA,0.113665892,0.021508435,0.069011787,0.029286492,0.317356493,0.055242166,0.077014326,0.094669983,0.301967809,NA,0.129178377,0.103296366,0.061094124,0.019350069,0.543469053,0.442864465,0.460302742,0.046028835,0.426302917,0.3614183,0.272306896,0.463003414,0.195128871,0.046647446,0.544348089
GD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247481742,0.337158943,0.468443878,0.353754416,0.01,0.097372232,NA,0.086397231,0.39522049,0.148736372,0.592637668,0.159269306,0.448814543,NA,0.613206929,0.38799534,0.048372459,0.091046505,0.315445927,0.262795889,0.098846145,0.033395373,0.149835236,0.050108844,0.04441947,0.247667761,0.163600903,0.693277402,0.191388371,0.441615352,0.01,NA,NA,0.59048678,NA,0.438276291,0.098795449,0.012378127,0.621872483,0.591147489,0.020864392,0.537283357,0.313183644,0.192366035,NA,0.064892801,0.332041103,0.160710828,0.381547649,0.194943893,0.081056346,0.488839988,0.708255663,0.316636466,0.25097279,0.289358255,0.14814286,0.479547093,0.099569939,0.208336071
GE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438793525,0.638211877,0.315120341,0.401895899,0.322057844,NA,0.187859964,0.192458043,0.01,0.729019554,0.41949403,0.464820427,NA,0.671550015,0.376943802,0.308486184,0.194637873,0.441141107,0.500052496,0.01,0.199489769,0.194698203,0.328356018,0.08471595,0.217396521,0.190592449,0.670405405,0.547751153,0.184897766,0.249083654,NA,NA,0.677448272,NA,0.424189844,0.129952043,0.111959201,0.654884835,0.61280327,0.191571619,0.863022644,0.365168525,0.356754954,NA,0.212358279,0.526334057,0.551320687,0.048142723,0.527253045,0.429577682,0.207371441,0.681183407,0.376469735,0.479999545,0.325607277,0.065817819,0.664993641,0.287187133,0.381102704
GILD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648909091,0.593751167,0.3602287,0.552257138,NA,0.464016378,0.460961284,0.505076273,0.820006568,0.390226526,0.549372643,NA,0.722577674,0.400028172,0.308731131,0.531234054,0.576703873,0.242717314,0.595008522,0.464140367,0.410352308,0.589764427,0.597141802,0.609003141,0.527383688,0.813737658,0.513220426,0.588804268,0.542846673,NA,NA,0.798749439,NA,0.556604672,0.432934256,0.443971568,0.491851866,0.617116966,0.47153635,0.198620757,0.46866565,0.435720928,NA,0.476678053,0.318776827,0.193958376,0.440946068,0.656582361,0.53875621,0.571204093,0.296766572,0.753994824,0.571480434,0.287763765,0.474305067,0.217674054,0.396095099,0.573647811
GOOG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625565442,0.287200343,0.319757533,NA,0.651577688,0.49877445,0.404583541,0.343364563,0.87720794,0.525083793,NA,0.99,0.957724127,0.759586067,0.840881415,0.525216602,0.93622282,0.484812624,0.056702389,0.938248465,0.095154665,0.030811557,0.63967283,0.408515623,0.476287062,0.790463387,0.701041688,0.168712806,NA,NA,0.155093386,NA,0.879650277,0.742521722,0.579261164,0.99,0.978136837,0.605542709,0.934353893,0.808336499,0.296828839,NA,0.654089147,0.927521007,0.956518711,0.861412986,0.01,0.266121831,0.748863428,0.988042025,0.01,0.35101016,0.785799463,0.584672359,0.952635607,0.755401071,0.47096241
GS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556909944,0.350412858,NA,0.530234465,0.26305353,0.049988812,0.587135655,0.693084167,0.371814888,NA,0.913717205,0.747100488,0.588754591,0.659662519,0.635043109,0.725391965,0.111487054,0.459345333,0.670045077,0.394122887,0.252726997,0.403584073,0.017428342,0.655732394,0.688118641,0.592685486,0.327061663,NA,NA,0.532091801,NA,0.660658637,0.560266517,0.333453878,0.902798823,0.690022503,0.524823178,0.917731479,0.67497585,0.460288173,NA,0.548088319,0.829335607,0.893351425,0.602889067,0.506768727,0.581515603,0.640511069,0.92735112,0.440699261,0.60367376,0.442626877,0.576734007,0.834154708,0.599414564,0.626186053
HAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152493696,NA,0.084281528,0.403414419,0.362325659,0.763536258,0.167486288,0.64344999,NA,0.454827236,0.127488575,0.013270315,0.180470677,0.402547944,0.216330194,0.349281513,0.187691492,0.20306496,0.173404648,0.109824591,0.431905507,0.378901783,0.717024357,0.031233778,0.562786915,0.037848889,NA,NA,0.82373883,NA,0.473348125,0.190383687,0.039257114,0.530354562,0.075356278,0.079882338,0.61503723,0.406534355,0.306794259,NA,0.184208784,0.301250654,0.212101539,0.46103588,0.285715454,0.035821343,0.543800517,0.503324478,0.388036433,0.198590915,0.310625299,0.417778903,0.496537406,0.111815048,0.534453776
HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083960978,0.317735325,0.213342514,0.632523897,0.61382266,0.138979929,NA,0.970487867,0.734946357,0.534355612,0.42840451,0.303851489,0.812629272,0.235345744,0.024316879,0.390951424,0.01,0.062875891,0.275817338,0.210240269,0.673985072,0.437201067,0.353408454,0.020113184,NA,NA,0.413462527,NA,0.77600729,0.271156626,0.22843878,0.882000469,0.743390844,0.159047692,0.683155747,0.672898121,0.26907667,NA,0.200989922,0.759569008,0.650881703,0.662127177,0.013070205,0.078586998,0.45312522,0.818669305,0.101071238,0.36715973,0.545644399,0.105947833,0.789564965,0.548376112,0.339201739
HNZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342052343,0.081035494,0.680579894,0.241307017,0.647108726,NA,0.859846703,0.573664566,0.057158401,0.120272209,0.171695827,0.568497639,0.052596417,0.041294385,0.075378162,0.070724624,0.024993828,0.246383603,0.436190485,0.699271296,0.36628976,0.219699454,0.0579841,NA,NA,0.601726405,NA,0.463154346,0.081468379,0.041641557,0.738637381,0.757286051,0.022476859,0.727213274,0.326422232,0.201148818,NA,0.066556641,0.530775917,0.597955457,0.294488265,0.289174472,0.042840055,0.371791577,0.964640389,0.270927784,0.316350328,0.3932932,0.171045463,0.670352024,0.137796182,0.1265558
HPQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187957006,0.529068388,0.390814162,0.303210932,NA,0.450187594,0.39961046,0.380778377,0.247878073,0.368889625,0.429849627,0.162328267,0.341622218,0.354123324,0.328589478,0.291134719,0.267901098,0.319799726,0.578862145,0.463139405,0.049728187,0.338148172,NA,NA,0.445505012,NA,0.38150205,0.272355852,0.310389806,0.429436912,0.426479304,0.323010402,0.527985838,0.391007151,0.420982234,NA,0.332698944,0.510753925,0.513704669,0.191053409,0.415340391,0.388962721,0.141585511,0.496500833,0.299332711,0.478606191,0.400553742,0.281799416,0.517238003,0.363484759,0.334897548
IBM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654304191,0.550278733,0.095987999,NA,0.802683259,0.548079671,0.300505564,0.37477146,0.526753985,0.561535323,0.01,0.063104871,0.310569487,0.339376959,0.09843294,0.318369866,0.035457899,0.69947142,0.569712171,0.169640473,0.211026963,NA,NA,0.590908445,NA,0.557560516,0.301595411,0.242526516,0.725811844,0.535439131,0.219737368,0.693900388,0.586726605,0.471749301,NA,0.333488397,0.682480782,0.678471775,0.405451036,0.319800897,0.341181359,0.189992667,0.694366123,0.267823592,0.532167478,0.47020556,0.087015156,0.758556126,0.456938613,0.25220167
INTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927589078,0.478836374,NA,0.99,0.949383832,0.806355553,0.908550921,0.830065133,0.957683022,0.652764977,0.291062433,0.911461297,0.712489464,0.598566339,0.885162032,0.337869528,0.071344147,0.887398958,0.822722232,0.677973753,NA,NA,0.048107098,NA,0.954796712,0.867118664,0.893041989,0.99,0.943022782,0.67710386,0.933847574,0.948374154,0.671576229,NA,0.775653748,0.955407859,0.982209912,0.906372903,0.477054979,0.683215178,0.706401209,0.954427276,0.477427501,0.691600406,0.881030542,0.594629091,0.969463047,0.90584478,0.687788021
JNJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.779309239,NA,0.917944154,0.241453775,0.284473072,0.303422818,0.516346529,0.205136394,0.695618139,0.303624784,0.159191262,0.735058438,0.425666339,0.563482586,0.573541232,0.893310069,0.359347162,0.49767151,0.436955254,NA,NA,0.933382983,NA,0.463393866,0.046911437,0.291668955,0.546966088,0.787856485,0.035558724,0.339402749,0.219050235,0.501715207,NA,0.197112432,0.062717015,0.119327397,0.380053739,0.641027873,0.442361445,0.631447242,0.39787205,0.756437826,0.497491698,0.487715038,0.428916069,0.337212917,0.053471514,0.835915169
JPM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981245269,0.937344981,0.731844083,0.808060178,0.528308412,0.905824793,0.03621535,0.262272562,0.875720802,0.215298947,0.120246328,0.307392883,0.255348781,0.538421797,0.793286818,0.654662123,0.42289403,NA,NA,0.352518376,NA,0.789972184,0.595824665,0.411886525,0.982449,0.958590398,0.557179515,0.963808865,0.694000987,0.354584002,NA,0.483169096,0.917147129,0.963320175,0.715230548,0.419972514,0.642463238,0.518656373,0.984710932,0.110063105,0.568398961,0.651462515,0.360847629,0.951465839,0.601897928,0.376517843
KO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02943621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253499619,0.550324788,0.447921694,0.949744225,0.023275775,0.978250291,0.82214864,0.575662819,0.99,0.926013997,0.953271939,0.899229528,0.973325176,0.661419025,0.668669131,0.876739736,NA,NA,0.99,NA,0.62489478,0.538891102,0.907747814,0.01,0.664940131,0.425488724,0.269911005,0.880644765,0.962831142,NA,0.900748803,0.558726131,0.092154663,0.332342925,0.960388808,0.91392369,0.955308141,0.054023901,0.989844168,0.964891942,0.551047186,0.939639101,0.012590353,0.918001179,0.99
